0177,"horizontal, geométrico"
0178,"escalonado, horizontal"
0179,"romboidal, complejo"
0180,"romboidal, rejilla, escalonado, horizontal"
0181,"triangular, escalonado, geométrico, complejo"
0182,"escalonado, triangular, complejo"
0183,"romboidal, complejo"
0184,"zigzag, circular, escalonado"
0185,"escalonado, circular, horizontal"
0186,"escalonado, zigzag, horizontal"
0187,"pictográfico, escalonado"
0188,"escalonado, barra, vertical, circular"
0189,"rejilla, rectangular"
0190,"romboidal, concéntrico, horizontal, barra, vertical"
0191,"no patrón, color uniforme"
0192,"escalonado, romboidal, rejilla, complejo"
0193,"rectangular, concéntrico"
0194,"geométrico, barra, vertical, diagonal"
0195,"horizontal, geométrico"
0196,"escalonado, zigzag, horizontal"
0197,"escalonado, circular, horizontal"
0198,"circular, horizontal"
0199,"circular, barra, vertical"
0200,"complejo, barra, vertical, horizontal, circular"
